0.0
0.0
1.2273335
(0.12089250000000007, 0.242471, -0.139837)
(0.10189249999999994, 0.241355, -0.1391485)
(0.04216949999999997, 0.242482, -0.1456405)
(0.01000650000000003, 0.243485, -0.143629)
(-0.0478885, 0.244917, -0.151573)
(-0.10546049999999996, 0.246972, -0.16850949999999998)
(-0.15686749999999994, 0.262564, -0.180718)
(-0.5552833522127154, 0.389555, -0.257514)
(-0.7759692543353407, 0.4645, -0.271701)
(-0.8636560824225346, 0.575842, -0.29497900000000005)
(-0.9085650684018296, 0.700674, -0.314983)
(-1.0586005, 0.988142, -0.333063)
(-1.0855605000000004, 0.989651, -0.334679)
(-1.1073335000000002, 0.997, -0.33571100000000004, 'right:bnT:1')
(-1.5043335000000002, 0.997, -0.33571100000000004)
(-1.5043335000000002, 0.803, -0.33823200000000003)
(-1.1073335000000002, 0.803, -0.33823200000000003, 'right:bfT:-1')
(-1.0877085, 0.716228, -0.252076)
(-1.0324165000000003, 0.596378, -0.165184)
(-1.0185255000000002, 0.561342, -0.1330615)
(-0.9909345, 0.476314, -0.0618325)
(-0.9793255000000001, 0.362526, 0.006169999999999995)
(-0.9784875000000002, 0.32887, 0.011803999999999995)
(-0.9790605000000003, 0.000738, -0.027195999999999984)
(-0.9878985000000002, -0.462677, -0.075784)
(-1.0536295000000002, -0.618274, -0.08694699999999998)
(-1.1073335000000002, -0.803, -0.10417149999999999, 'right:tnL:1')
(-1.5043335000000002, -0.803, -0.10417149999999999)
(-1.5043335000000002, -0.997, -0.09864849999999999)
(-1.1073335000000002, -0.997, -0.09864849999999999, 'right:tfL:-1')
(-1.1066535, -0.985051, -0.11200149999999999)
(-1.0792565000000003, -0.990027, -0.11302749999999999)
(-1.0517285, -0.986419, -0.11288049999999998)
(-1.0274055000000002, -0.97513, -0.1122355)
(-0.9505469011732017, -0.802158, -0.08443299999999997)
(-0.8510663827193923, -0.24597, -0.039007)
(-0.6928685000000001, 0.05983, -0.08651949999999999)
(-0.6520435, 0.086696, -0.09043)
(-0.6048534999999999, 0.105303, -0.11125)
(-0.5481825, 0.127567, -0.1362175)
(-0.5087575, 0.143477, -0.13888299999999998)
(-0.3014095000000001, 0.230214, -0.1474975)
(-0.25165550000000003, 0.236385, -0.149341)
(-0.19469950000000003, 0.244387, -0.150934)
(-0.13440549999999996, 0.253923, -0.1495765)
(-0.08125749999999998, 0.26128, -0.151588)
(-0.029750500000000013, 0.258018, -0.1669855)
(0.0634634999999999, 0.227297, -0.1664335)
(0.11403049999999992, 0.215214, -0.15832000000000002)
(0.1403604999999999, 0.212208, -0.15794799999999998)
(0.13486149999999997, 0.226077, -0.18027700000000002)
(0.1636074999999999, 0.22951, -0.15530349999999998)
(0.22010050000000003, 0.228885, -0.14711799999999997)
(0.27723450000000005, 0.234098, -0.142567)
(0.612314485983103, 0.28031, -0.09983199999999999)
(0.7767364999999999, 0.330359, -0.0779035)
(0.8319825000000001, 0.34342, -0.07298949999999997)
(0.9205650850099197, 0.462253, -0.013344999999999982)
(1.0817195000000004, 0.539933, 0.022888000000000006)
(1.1073335000000002, 0.547, 0.023786000000000015)
(1.1073335000000002, 0.353, 0.024275000000000033)
(1.0105935000000004, 0.338871, -0.024215499999999987)
(0.9819825000000002, 0.330777, -0.0364975)
(0.9120047853240358, 0.230653, -0.08521749999999999)
(0.8423078289101671, 0.125913, -0.11808099999999998)
(0.6084435, 0.079331, -0.12449049999999999)
(0.5601025000000001, 0.078311, -0.12215799999999997)
(0.4412385000000001, 0.070277, -0.12121449999999999)
(0.3844415000000001, 0.066789, -0.12086649999999997)
(0.3272345000000001, 0.058588, -0.1258495)
(0.010216500000000073, 0.007266, -0.15531699999999998)
(-0.04749950000000003, -0.002533, -0.1580245)
(-0.10446350000000004, -0.027852, -0.16542849999999998)
(-0.16233750000000002, -0.036763, -0.145681)
(-0.20597449999999995, -0.02827, -0.11934399999999999)
(-0.3590785000000001, 0.044762, -0.11700100000000001)
(-0.41087150000000006, 0.069974, -0.11631699999999999)
(-0.5164415, 0.124763, -0.1157305)
(-0.5559995, 0.143974, -0.11573649999999998)
(-0.7928685000000002, 0.312425, -0.09441999999999999)
(-0.9095407861378038, 0.675272, -0.04284399999999998)
(-0.9524276599593648, 0.853393, -0.013197999999999974)
(-1.0583245000000001, 0.988084, 0.00812149999999999)
(-1.0856505, 0.989643, 0.009369499999999989)
(-1.1073335000000002, 0.997, 0.010143500000000014, 'right:tnT:1')
(-1.5043335000000002, 0.997, 0.010143500000000014)
(-1.5043335000000002, 0.803, 0.020622500000000002)
(-1.1073335000000002, 0.803, 0.020622500000000002, 'right:tfT:-1')
(-1.0488575000000002, 0.590512, -0.12618849999999998)
(-1.0304005, 0.552577, -0.14472249999999998)
(-0.9960765000000003, 0.489394, -0.1761955)
(-0.9881455000000001, 0.464307, -0.18766299999999997)
(-0.9826715000000001, 0.000495, -0.25952800000000004)
(-0.9874755000000002, -0.459224, -0.32073999999999997)
(-1.1073335000000002, -0.803, -0.34342100000000003, 'right:bnL:1')
(-1.5043335000000002, -0.803, -0.34342100000000003)
(-1.5043335000000002, -0.997, -0.34508500000000003)
(-1.1073335000000002, -0.997, -0.34508500000000003, 'right:bfL:-1')
(-1.0852795000000002, -0.989677, -0.33974)
(-1.0583825000000002, -0.988096, -0.33709)
(-1.0330245, -0.978555, -0.334524)
(-0.9435579730634076, -0.83101, -0.31201300000000004)
(-0.8619248593759268, -0.529972, -0.269846)
(-0.5169325, -0.214946, -0.224368)
(-0.1966635000000001, -0.039805, -0.163711)
