0.0
0.0
1.4887689999999996
(-0.5867748730439915, 0.45153, -1.01881625)
(-0.2855430000000001, 0.374642, -1.0630282500000001)
(-0.2297060000000002, 0.361585, -1.07431575)
(-0.15903899999999993, 0.35335, -1.05422325)
(-0.09461200000000014, 0.349985, -1.04936625)
(-0.05294500000000024, 0.348252, -1.04577525)
(0.010186000000000028, 0.345945, -1.03817175)
(0.07074800000000003, 0.352862, -1.04852325)
(0.129019, 0.36057, -1.05975075)
(0.18423199999999995, 0.371809, -1.05491625)
(0.856956894665788, 0.54811, -0.9511022499999999)
(0.9133115231838524, 0.671002, -0.89193975)
(0.9492832079754312, 0.753848, -0.85615375)
(1.000059999999999, 0.878287, -0.7899987500000001)
(1.0458299999999991, 0.888629, -0.78327725)
(1.079226999999999, 0.897378, -0.7773477500000001)
(1.3110839999999997, 0.985714, -0.74341025)
(1.3372139999999995, 0.990041, -0.7380052500000001)
(1.3686889999999998, 0.984914, -0.73648925)
(1.3687689999999995, 0.997, -0.7355342500000001, 'left:tnT:1')
(1.7657689999999995, 0.997, -0.7355342500000001)
(1.7657689999999995, 0.803, -0.7161637500000001)
(1.3687689999999995, 0.803, -0.7161637500000001, 'left:tfT:-1')
(1.3269879999999996, 0.675338, -0.93387175)
(1.3050259999999998, 0.661308, -0.94732675)
(1.3176399999999995, 0.639494, -0.9896402500000001)
(1.2540469999999995, 0.480694, -1.20204225)
(1.2490209999999995, 0.458114, -1.22765175)
(1.2498669999999996, 0.435281, -1.25100575)
(1.2560389999999995, 0.414291, -1.27452675)
(1.3687689999999995, 0.097, -1.68059075)
(1.4087689999999995, 0.137, -1.68059075)
(1.4087689999999995, 0.137, -0.3275582500000001)
(1.3687689999999995, 0.097, -0.3275582500000001)
(1.3687689999999995, -0.097, -0.29699024999999996)
(1.4087689999999995, -0.137, -0.29699024999999996)
(1.4087689999999995, -0.137, -1.6500227499999998)
(1.3687689999999995, -0.097, -1.6500227499999998)
(1.3472939999999998, -0.089643, -1.70943075)
(0.9855779389372201, -0.041778, -1.5925817500000001)
(0.957083785508628, -0.006475, -1.5103807500000002)
(0.9348947456610945, 0.021695, -1.44638975)
(0.9063882487653001, 0.058883, -1.36470775)
