0.0
0.0
1.15
(0.643307153172107, 1.004129, -0.09952625)
(-0.6639807226372193, 0.998816, -0.08748824999999998)
(-0.7805287365507855, 0.998254, -0.06941824999999999)
(-0.8757674690998821, 0.993551, -0.04726524999999998)
(-1.0299999999999998, 0.997, 0.010120750000000026, 'right:tnT:1')
(-1.4269999999999998, 0.997, 0.010120750000000026)
(-1.4269999999999998, 0.803, 0.0058497500000000285)
(-1.0299999999999998, 0.803, 0.0058497500000000285, 'right:tfT:-1')
(-1.0167353757030542, 0.769336, -0.03443524999999999)
(-0.9475081936346896, 0.766271, -0.037597249999999985)
(-0.8305374440826166, 0.708495, -0.08160024999999997)
(-0.6867974698795433, 0.66149, -0.12771824999999998)
(-0.5428356872472672, 0.644104, -0.15541875)
(-0.4165759911725493, 0.641532, -0.15873375)
(-0.25591069211856643, 0.636693, -0.16436774999999998)
(-0.12523945993164864, 0.633474, -0.16837575)
(0.402010259284477, 0.612977, -0.19224074999999996)
(0.5322983555807574, 0.610414, -0.19509824999999997)
(0.7594793554901718, 0.579915, -0.22299575)
(0.8442111202397067, 0.563311, -0.23337875000000002)
(1.0086851433037698, 0.539966, -0.24557475)
(1.0299999999999998, 0.547, -0.24561875)
(1.0699999999999998, 0.5870000000000001, -0.24561875)
(1.0699999999999998, 0.5870000000000001, 0.12127175000000003)
(1.0299999999999998, 0.547, 0.12127175000000003)
(1.0299999999999998, 0.353, 0.12449175000000003)
(1.0699999999999998, 0.313, 0.12449175000000003)
(1.0699999999999998, 0.313, -0.24239875)
(1.0299999999999998, 0.353, -0.24239875)
(0.9918205960718719, 0.360024, -0.24867875)
(0.8494612577073698, 0.432768, -0.23206774999999996)
(0.7367130937263139, 0.513235, -0.20759025000000003)
(0.6099654739828836, 0.599801, -0.17436825)
(0.48143761343559055, 0.609458, -0.16905375)
(0.35485608321273676, 0.619637, -0.16632524999999998)
(0.24538868588768198, 0.641396, -0.16091174999999996)
(0.12761709180154868, 0.650945, -0.15807974999999996)
(-0.0359228211061899, 0.668656, -0.15319424999999998)
(-0.15766370301932983, 0.678318, -0.15153974999999997)
(-0.6517838921640573, 0.744421, -0.13788825)
(-0.7534951621099398, 0.819383, -0.11688224999999998)
(-0.8413455420581093, 0.89, -0.10489624999999998)
(-1.018692652767226, 0.989648, -0.10035525)
(-1.0299999999999998, 0.997, -0.09966225)
(-1.0699999999999998, 1.037, -0.09966225)
(-1.0699999999999998, 1.037, 0.11012075000000003)
(-1.0299999999999998, 0.997, 0.11012075000000003)
(-1.0299999999999998, 0.803, 0.11164875000000003)
(-1.0699999999999998, 0.763, 0.11164875000000003)
(-1.0699999999999998, 0.763, -0.09813424999999999)
(-1.0299999999999998, 0.803, -0.09813424999999999)
(-1.01432271426601, 0.79247, -0.043009249999999985)
(-0.9957876945509317, 0.77233, -0.00741124999999998)
(-1.0123369756785336, 0.741879, -0.004809249999999973)
(-1.0299999999999998, 0.547, 0.04618475000000001, 'right:tnF:1')
(-1.4269999999999998, 0.547, 0.04618475000000001)
(-1.4269999999999998, 0.353, 0.04607575000000001)
(-1.0299999999999998, 0.353, 0.04607575000000001, 'right:tfF:-1')
(-1.0167222396153752, 0.360271, 0.046288750000000004)
(-0.9174596874381351, 0.358058, 0.04464675000000003)
(-0.7773097177963063, 0.358882, 0.03891575000000001)
(-0.6655424026245164, 0.361264, 0.03489775000000002)
(0.6398287389968518, 0.362887, 0.029224750000000008)
(0.7359876271406657, 0.360925, 0.026992750000000024)
(0.8449125412285424, 0.35859, 0.02431575000000001)
(1.017996440120239, 0.360322, 0.02153175000000003)
(1.0299999999999998, 0.353, 0.02115075000000001, 'left:tfF:1')
(1.4269999999999998, 0.353, 0.02115075000000001)
(1.4269999999999998, 0.547, 0.02127175000000002)
(1.0299999999999998, 0.547, 0.02127175000000002, 'left:tnF:-1')
(0.9831113699406905, 0.770494, -0.07234224999999998)
(0.9790610762396637, 0.801593, -0.09475225)
(1.0299999999999998, 0.803, -0.14171924999999996)
(1.0699999999999998, 0.763, -0.14171924999999996)
(1.0699999999999998, 0.763, 0.06380675000000004)
(1.0299999999999998, 0.803, 0.06380675000000004)
(1.0299999999999998, 0.997, 0.06362975000000003)
(1.0699999999999998, 1.037, 0.06362975000000003)
(1.0699999999999998, 1.037, -0.14189625)
(1.0299999999999998, 0.997, -0.14189625)
(1.0167091035276965, 0.98973, -0.14190674999999997)
(0.8643577781780996, 0.932537, -0.13868175)
