0.0
0.0
1.232067
(0.727018, 0.667147, -0.45132)
(0.6789670000000001, 0.674044, -0.4832490000000001)
(0.622193, 0.686211, -0.4927305)
(0.556214, 0.700272, -0.5034855)
(0.49128400000000005, 0.710647, -0.4910265000000001)
(0.43375700000000006, 0.720386, -0.46496699999999996)
(0.382483, 0.734546, -0.44006999999999996)
(0.005450000000000066, 0.748491, -0.44476050000000006)
(-0.052033999999999914, 0.75095, -0.44568)
(-0.10484699999999991, 0.744925, -0.4589444999999999)
(-0.14071499999999992, 0.741295, -0.4672245)
(-0.2178119999999999, 0.714427, -0.4867949999999999)
(-0.2836239999999999, 0.693772, -0.5054399999999999)
(-0.3388349999999999, 0.68042, -0.49862100000000004)
(-0.38827599999999995, 0.668561, -0.49220250000000004)
(-0.44250900000000004, 0.662462, -0.46745700000000007)
(-0.48969299999999993, 0.674256, -0.439875)
(-0.624382, 0.730172, -0.34961650000000005)
(-0.6761699999999999, 0.743001, -0.3199285)
(-0.730369, 0.746356, -0.28785550000000004)
(-0.782538, 0.750079, -0.24550350000000004)
(-0.8169060000000001, 0.721798, -0.2490735)
(-0.919452750866474, 0.511761, -0.2330315)
(-1.0459770000000002, 0.367683, -0.2236225)
(-1.072912, 0.360458, -0.2221055)
(-1.1007660000000001, 0.361819, -0.2205875)
(-1.1120670000000001, 0.353, -0.21812750000000003, 'right:tfF:1')
(-1.5090670000000002, 0.353, -0.21812750000000003)
(-1.5090670000000002, 0.547, -0.20241950000000003)
(-1.1120670000000001, 0.547, -0.20241950000000003, 'right:tnF:-1')
(-1.0363280000000001, 0.771677, -0.1305035)
(-1.023852, 0.800377, -0.12245300000000002)
(-0.9984760000000001, 0.867591, -0.11579700000000002)
(-0.992515, 0.896367, -0.11875300000000001)
(-0.9961360000000001, 0.925527, -0.12170000000000002)
(-1.0216770000000002, 0.966413, -0.112223)
(-1.044025, 0.981423, -0.11700300000000001)
(-1.0708630000000001, 0.989299, -0.11966)
(-1.098613, 0.9886, -0.12022000000000001)
(-1.1120670000000001, 0.997, -0.11704800000000003)
(-1.1120670000000001, 0.803, -0.12526200000000004)
(-1.089911, 0.810253, -0.114334)
(-1.0524850000000001, 0.803647, -0.13178450000000003)
(-1.022486, 0.79968, -0.14779550000000002)
(-0.8425149999999999, 0.745826, -0.2541925)
(-0.7959319999999999, 0.740271, -0.26890300000000006)
(-0.7325379999999999, 0.732251, -0.29113300000000003)
(-0.6759989999999998, 0.727558, -0.30498850000000005)
(-0.6187969999999998, 0.72727, -0.319564)
(-0.10877300000000001, 0.731523, -0.43091850000000004)
(-0.05484699999999987, 0.734072, -0.444846)
(0.003535000000000066, 0.736816, -0.4596255000000001)
(0.050226000000000104, 0.73903, -0.47142449999999997)
(0.10902500000000004, 0.741847, -0.485601)
(0.16611500000000007, 0.744627, -0.4993755)
(0.22475800000000007, 0.74919, -0.510456)
(0.283386, 0.754746, -0.5209064999999999)
(0.34193000000000007, 0.760181, -0.5311994999999999)
(0.40191600000000005, 0.764091, -0.5371785)
(0.462226, 0.766212, -0.5436254999999999)
(0.5214510000000001, 0.768221, -0.549966)
(0.5926580000000001, 0.772029, -0.560181)
(0.648579, 0.76196, -0.5601479999999999)
(0.8964491989964469, 0.666203, -0.5603339999999999)
(0.9599805766769575, 0.591408, -0.5567205)
(1.096251, 0.538997, -0.557904)
(1.1120670000000001, 0.547, -0.5583089999999999, 'left:bnF:1')
(1.5090670000000002, 0.547, -0.5583089999999999)
(1.5090670000000002, 0.353, -0.5585834999999999)
(1.1120670000000001, 0.353, -0.5585834999999999, 'left:bfF:-1')
(1.080805, 0.359962, -0.5574435)
(1.054146, 0.364525, -0.554808)
(0.893236174856249, 0.57126, -0.49957349999999995)
(0.8390660000000001, 0.66523, -0.466053)
(0.7856350000000001, 0.678764, -0.4598085000000001)
(0.761232, 0.683735, -0.454227)
(0.7209810000000001, 0.691541, -0.44682450000000007)
(0.6863410000000001, 0.69553, -0.44615099999999996)
(0.47564400000000007, 0.729657, -0.46757699999999996)
(0.41962400000000005, 0.736629, -0.47233200000000003)
